subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.46875	1	1	True
13	0.625	1	1	True
16	0.7021276595744681	1	1	True
18	0.37777777777777777	1	2	False
20	0.6	1	1	True
24	0.6388888888888888	1	1	True
25	0.4375	1	0	False
44	0.875	0	0	True
47	0.5454545454545454	0	0	True
48	0.48333333333333334	0	0	True
51	0.42857142857142855	0	0	True
56	0.6	0	0	True
65	0.28125	0	2	False
68	0.41818181818181815	2	2	True
71	0.20689655172413793	2	1	False
79	0.21052631578947367	2	1	False
80	0.0	2	0	False
87	0.543859649122807	2	2	True
