subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.453125	1	1	True
13	0.6041666666666666	1	1	True
16	0.7021276595744681	1	1	True
18	0.2222222222222222	1	2	False
20	0.6	1	1	True
24	0.6944444444444444	1	1	True
25	0.25	1	0	False
44	0.875	0	0	True
47	0.4909090909090909	0	0	True
48	0.45	0	0	True
51	0.4897959183673469	0	0	True
56	0.5428571428571428	0	0	True
65	0.34375	0	1	False
68	0.38181818181818183	2	1	False
71	0.29310344827586204	2	1	False
79	0.17105263157894737	2	1	False
80	0.0	2	0	False
87	0.543859649122807	2	2	True
