subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.484375	1	1	True
13	0.5625	1	1	True
16	0.7872340425531915	1	1	True
18	0.28888888888888886	1	2	False
20	0.6181818181818182	1	1	True
24	0.6666666666666666	1	1	True
25	0.375	1	0	False
44	0.859375	0	0	True
47	0.4909090909090909	0	0	True
48	0.36666666666666664	0	1	False
51	0.3673469387755102	0	1	False
56	0.5714285714285714	0	0	True
65	0.328125	0	1	False
68	0.2545454545454545	2	1	False
71	0.25862068965517243	2	1	False
79	0.14473684210526316	2	1	False
80	0.0	2	0	False
87	0.5263157894736842	2	2	True
