subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.40625	1	1	True
13	0.7083333333333334	1	1	True
16	0.6595744680851063	1	1	True
18	0.4	1	2	False
20	0.509090909090909	1	1	True
24	0.8055555555555556	1	1	True
25	0.1875	1	0	False
44	0.9375	0	0	True
47	0.5818181818181818	0	0	True
48	0.5333333333333333	0	0	True
51	0.5918367346938775	0	0	True
56	0.6857142857142857	0	0	True
65	0.34375	0	2	False
68	0.36363636363636365	2	1	False
71	0.43103448275862066	2	1	False
79	0.17105263157894737	2	1	False
80	0.012345679012345678	2	0	False
87	0.5087719298245614	2	2	True
