subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.5	1	1	True
13	0.6875	1	1	True
16	0.7021276595744681	1	1	True
18	0.28888888888888886	1	2	False
20	0.5818181818181818	1	1	True
24	0.75	1	1	True
25	0.28125	1	0	False
44	0.9375	0	0	True
47	0.6	0	0	True
48	0.55	0	0	True
51	0.5510204081632653	0	0	True
56	0.7142857142857143	0	0	True
65	0.390625	0	0	True
68	0.34545454545454546	2	1	False
71	0.41379310344827586	2	1	False
79	0.15789473684210525	2	1	False
80	0.012345679012345678	2	0	False
87	0.5614035087719298	2	2	True
