subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.46875	1	1	True
13	0.6875	1	1	True
16	0.7446808510638298	1	1	True
18	0.26666666666666666	1	2	False
20	0.5818181818181818	1	1	True
24	0.7222222222222222	1	1	True
25	0.21875	1	0	False
44	0.9375	0	0	True
47	0.5454545454545454	0	0	True
48	0.5166666666666667	0	0	True
51	0.5306122448979592	0	0	True
56	0.7142857142857143	0	0	True
65	0.34375	0	1	False
68	0.3090909090909091	2	1	False
71	0.39655172413793105	2	1	False
79	0.15789473684210525	2	1	False
80	0.012345679012345678	2	0	False
87	0.5087719298245614	2	2	True
