subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.46875	1	1	True
13	0.5625	1	1	True
16	0.5319148936170213	1	1	True
18	0.24444444444444444	1	2	False
20	0.6181818181818182	1	1	True
24	0.7222222222222222	1	1	True
25	0.4375	1	1	True
44	0.859375	0	0	True
47	0.43636363636363634	0	0	True
48	0.5833333333333334	0	0	True
51	0.46938775510204084	0	0	True
56	0.6857142857142857	0	0	True
65	0.328125	0	1	False
68	0.21818181818181817	2	1	False
71	0.29310344827586204	2	1	False
79	0.15789473684210525	2	1	False
80	0.0	2	0	False
87	0.5087719298245614	2	2	True
