subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.484375	1	1	True
13	0.5833333333333334	1	1	True
16	0.723404255319149	1	1	True
18	0.2	1	2	False
20	0.6181818181818182	1	1	True
24	0.7222222222222222	1	1	True
25	0.28125	1	0	False
44	0.890625	0	0	True
47	0.5818181818181818	0	0	True
48	0.38333333333333336	0	1	False
51	0.40816326530612246	0	1	False
56	0.5428571428571428	0	0	True
65	0.34375	0	0	True
68	0.32727272727272727	2	1	False
71	0.3103448275862069	2	1	False
79	0.19736842105263158	2	1	False
80	0.0	2	0	False
87	0.5087719298245614	2	2	True
