subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.484375	1	1	True
13	0.5208333333333334	1	1	True
16	0.723404255319149	1	1	True
18	0.17777777777777778	1	2	False
20	0.5636363636363636	1	1	True
24	0.7222222222222222	1	1	True
25	0.3125	1	0	False
44	0.875	0	0	True
47	0.4727272727272727	0	0	True
48	0.4	0	1	False
51	0.4489795918367347	0	0	True
56	0.6285714285714286	0	0	True
65	0.3125	0	1	False
68	0.2727272727272727	2	1	False
71	0.3103448275862069	2	1	False
79	0.17105263157894737	2	1	False
80	0.0	2	0	False
87	0.5789473684210527	2	2	True
