subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.5	1	1	True
13	0.5833333333333334	1	1	True
16	0.6382978723404256	1	1	True
18	0.2	1	2	False
20	0.5818181818181818	1	1	True
24	0.7222222222222222	1	1	True
25	0.59375	1	1	True
44	0.875	0	0	True
47	0.43636363636363634	0	0	True
48	0.45	0	0	True
51	0.42857142857142855	0	0	True
56	0.6857142857142857	0	0	True
65	0.34375	0	1	False
68	0.2545454545454545	2	1	False
71	0.3275862068965517	2	1	False
79	0.17105263157894737	2	1	False
80	0.0	2	0	False
87	0.43859649122807015	2	2	True
