subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.46875	1	1	True
13	0.6666666666666666	1	1	True
16	0.7446808510638298	1	1	True
18	0.4222222222222222	1	1	True
20	0.5272727272727272	1	1	True
24	0.7222222222222222	1	1	True
25	0.1875	1	0	False
44	0.9375	0	0	True
47	0.6363636363636364	0	0	True
48	0.5333333333333333	0	0	True
51	0.4897959183673469	0	0	True
56	0.6857142857142857	0	0	True
65	0.3125	0	1	False
68	0.36363636363636365	2	1	False
71	0.43103448275862066	2	1	False
79	0.17105263157894737	2	1	False
80	0.012345679012345678	2	0	False
87	0.47368421052631576	2	2	True
