subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.40625	1	1	True
13	0.5625	1	1	True
16	0.6170212765957447	1	1	True
18	0.2	1	2	False
20	0.6181818181818182	1	1	True
24	0.6111111111111112	1	1	True
25	0.40625	1	0	False
44	0.859375	0	0	True
47	0.4727272727272727	0	0	True
48	0.4	0	1	False
51	0.46938775510204084	0	0	True
56	0.5428571428571428	0	0	True
65	0.296875	0	1	False
68	0.2909090909090909	2	1	False
71	0.3448275862068966	2	1	False
79	0.15789473684210525	2	0	False
80	0.012345679012345678	2	0	False
87	0.543859649122807	2	2	True
