subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.46875	1	1	True
13	0.5625	1	1	True
16	0.7446808510638298	1	1	True
18	0.24444444444444444	1	2	False
20	0.6545454545454545	1	1	True
24	0.7222222222222222	1	1	True
25	0.3125	1	0	False
44	0.921875	0	0	True
47	0.5454545454545454	0	0	True
48	0.38333333333333336	0	1	False
51	0.4489795918367347	0	0	True
56	0.6	0	0	True
65	0.34375	0	1	False
68	0.36363636363636365	2	1	False
71	0.25862068965517243	2	1	False
79	0.17105263157894737	2	1	False
80	0.0	2	0	False
87	0.543859649122807	2	2	True
