subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.390625	1	1	True
13	0.5833333333333334	1	1	True
16	0.6382978723404256	1	1	True
18	0.17777777777777778	1	2	False
20	0.6181818181818182	1	1	True
24	0.7777777777777778	1	1	True
25	0.4375	1	0	True
44	0.875	0	0	True
47	0.4909090909090909	0	0	True
48	0.45	0	0	True
51	0.40816326530612246	0	1	False
56	0.6	0	0	True
65	0.34375	0	1	False
68	0.3090909090909091	2	1	False
71	0.3275862068965517	2	1	False
79	0.18421052631578946	2	1	False
80	0.012345679012345678	2	0	False
87	0.45614035087719296	2	2	True
