subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.484375	1	1	True
13	0.5208333333333334	1	1	True
16	0.6808510638297872	1	1	True
18	0.35555555555555557	1	2	False
20	0.5818181818181818	1	1	True
24	0.6944444444444444	1	1	True
25	0.34375	1	0	False
44	0.9375	0	0	True
47	0.4909090909090909	0	0	True
48	0.48333333333333334	0	0	True
51	0.5102040816326531	0	0	True
56	0.6571428571428571	0	0	True
65	0.3125	0	2	False
68	0.36363636363636365	2	1	False
71	0.22413793103448276	2	1	False
79	0.18421052631578946	2	1	False
80	0.0	2	0	False
87	0.45614035087719296	2	2	True
