subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.484375	1	1	True
13	0.625	1	1	True
16	0.7021276595744681	1	1	True
18	0.28888888888888886	1	2	False
20	0.5636363636363636	1	1	True
24	0.8611111111111112	1	1	True
25	0.53125	1	1	True
44	0.890625	0	0	True
47	0.43636363636363634	0	0	True
48	0.43333333333333335	0	0	True
51	0.3877551020408163	0	1	False
56	0.6285714285714286	0	0	True
65	0.3125	0	1	False
68	0.2545454545454545	2	1	False
71	0.3103448275862069	2	1	False
79	0.14473684210526316	2	1	False
80	0.0	2	0	False
87	0.45614035087719296	2	2	True
