subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.46875	1	1	True
13	0.5833333333333334	1	1	True
16	0.7021276595744681	1	1	True
18	0.24444444444444444	1	2	False
20	0.6181818181818182	1	1	True
24	0.6388888888888888	1	1	True
25	0.40625	1	0	False
44	0.90625	0	0	True
47	0.4909090909090909	0	0	True
48	0.43333333333333335	0	0	True
51	0.42857142857142855	0	0	True
56	0.5142857142857142	0	0	True
65	0.3125	0	1	False
68	0.23636363636363636	2	1	False
71	0.3275862068965517	2	1	False
79	0.15789473684210525	2	0	False
80	0.012345679012345678	2	0	False
87	0.5087719298245614	2	2	True
