subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.390625	1	1	True
13	0.6041666666666666	1	1	True
16	0.6170212765957447	1	1	True
18	0.15555555555555556	1	2	False
20	0.6	1	1	True
24	0.7222222222222222	1	1	True
25	0.5625	1	1	True
44	0.859375	0	0	True
47	0.509090909090909	0	0	True
48	0.43333333333333335	0	1	False
51	0.42857142857142855	0	0	True
56	0.6	0	0	True
65	0.375	0	0	True
68	0.2909090909090909	2	1	False
71	0.29310344827586204	2	1	False
79	0.23684210526315788	2	1	False
80	0.0	2	0	False
87	0.42105263157894735	2	2	True
