subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.453125	1	1	True
13	0.6666666666666666	1	1	True
16	0.723404255319149	1	1	True
18	0.37777777777777777	1	2	False
20	0.6	1	1	True
24	0.7222222222222222	1	1	True
25	0.40625	1	0	False
44	0.9375	0	0	True
47	0.5272727272727272	0	0	True
48	0.5	0	0	True
51	0.46938775510204084	0	1	False
56	0.6285714285714286	0	0	True
65	0.328125	0	2	False
68	0.38181818181818183	2	1	False
71	0.22413793103448276	2	1	False
79	0.14473684210526316	2	1	False
80	0.0	2	0	False
87	0.45614035087719296	2	2	True
