subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.421875	1	1	True
13	0.625	1	1	True
16	0.6595744680851063	1	1	True
18	0.28888888888888886	1	2	False
20	0.6	1	1	True
24	0.6388888888888888	1	1	True
25	0.34375	1	0	False
44	0.921875	0	0	True
47	0.6181818181818182	0	0	True
48	0.5166666666666667	0	0	True
51	0.5918367346938775	0	0	True
56	0.5428571428571428	0	0	True
65	0.296875	0	2	False
68	0.4	2	1	True
71	0.43103448275862066	2	2	True
79	0.06578947368421052	2	0	False
80	0.012345679012345678	2	0	False
87	0.6491228070175439	2	2	True
