subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.484375	1	1	True
13	0.6041666666666666	1	1	True
16	0.6170212765957447	1	1	True
18	0.17777777777777778	1	2	False
20	0.5454545454545454	1	1	True
24	0.75	1	1	True
25	0.5	1	1	True
44	0.875	0	0	True
47	0.43636363636363634	0	0	True
48	0.48333333333333334	0	0	True
51	0.3673469387755102	0	1	False
56	0.6857142857142857	0	0	True
65	0.296875	0	1	False
68	0.2545454545454545	2	1	False
71	0.3275862068965517	2	1	False
79	0.19736842105263158	2	1	False
80	0.0	2	0	False
87	0.543859649122807	2	2	True
