subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.484375	1	1	True
13	0.5833333333333334	1	1	True
16	0.5957446808510638	1	1	True
18	0.24444444444444444	1	2	False
20	0.5454545454545454	1	1	True
24	0.5833333333333334	1	1	True
25	0.34375	1	0	False
44	0.90625	0	0	True
47	0.6	0	0	True
48	0.55	0	0	True
51	0.42857142857142855	0	0	True
56	0.6285714285714286	0	0	True
65	0.375	0	0	True
68	0.32727272727272727	2	1	False
71	0.3275862068965517	2	1	False
79	0.14473684210526316	2	1	False
80	0.0	2	0	False
87	0.5614035087719298	2	2	True
