subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.484375	1	1	True
13	0.5416666666666666	1	1	True
16	0.6382978723404256	1	1	True
18	0.15555555555555556	1	2	False
20	0.6363636363636364	1	1	True
24	0.75	1	1	True
25	0.3125	1	0	False
44	0.859375	0	0	True
47	0.5454545454545454	0	0	True
48	0.4166666666666667	0	1	False
51	0.40816326530612246	0	1	False
56	0.6285714285714286	0	0	True
65	0.328125	0	1	False
68	0.34545454545454546	2	1	False
71	0.29310344827586204	2	1	False
79	0.19736842105263158	2	1	False
80	0.0	2	0	False
87	0.5263157894736842	2	2	True
