subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.484375	1	1	True
13	0.5416666666666666	1	1	True
16	0.7021276595744681	1	1	True
18	0.28888888888888886	1	2	False
20	0.6363636363636364	1	1	True
24	0.6944444444444444	1	1	True
25	0.28125	1	0	False
44	0.921875	0	0	True
47	0.4909090909090909	0	0	True
48	0.45	0	0	True
51	0.3673469387755102	0	1	False
56	0.5714285714285714	0	0	True
65	0.34375	0	1	False
68	0.21818181818181817	2	1	False
71	0.25862068965517243	2	1	False
79	0.18421052631578946	2	0	False
80	0.0	2	0	False
87	0.5263157894736842	2	2	True
