subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.453125	1	1	True
13	0.6666666666666666	1	1	True
16	0.7446808510638298	1	1	True
18	0.4222222222222222	1	1	True
20	0.5272727272727272	1	1	True
24	0.7777777777777778	1	1	True
25	0.125	1	0	False
44	0.953125	0	0	True
47	0.6181818181818182	0	0	True
48	0.5666666666666667	0	0	True
51	0.5306122448979592	0	0	True
56	0.6857142857142857	0	0	True
65	0.3125	0	2	False
68	0.4	2	1	False
71	0.39655172413793105	2	1	False
79	0.18421052631578946	2	1	False
80	0.012345679012345678	2	0	False
87	0.5263157894736842	2	2	True
