subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.484375	1	1	True
13	0.4791666666666667	1	1	True
16	0.723404255319149	1	1	True
18	0.15555555555555556	1	2	False
20	0.5818181818181818	1	1	True
24	0.6388888888888888	1	1	True
25	0.28125	1	0	False
44	0.921875	0	0	True
47	0.4727272727272727	0	0	True
48	0.43333333333333335	0	0	True
51	0.3877551020408163	0	1	False
56	0.6	0	0	True
65	0.3125	0	1	False
68	0.21818181818181817	2	1	False
71	0.27586206896551724	2	1	False
79	0.09210526315789473	2	1	False
80	0.0	2	0	False
87	0.543859649122807	2	2	True
