subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.390625	1	1	True
13	0.5833333333333334	1	1	True
16	0.7021276595744681	1	1	True
18	0.17777777777777778	1	2	False
20	0.5818181818181818	1	1	True
24	0.7222222222222222	1	1	True
25	0.375	1	0	False
44	0.859375	0	0	True
47	0.4909090909090909	0	0	True
48	0.4666666666666667	0	0	True
51	0.4489795918367347	0	0	True
56	0.6857142857142857	0	0	True
65	0.34375	0	1	False
68	0.2909090909090909	2	1	False
71	0.3275862068965517	2	1	False
79	0.15789473684210525	2	1	False
80	0.012345679012345678	2	0	False
87	0.5789473684210527	2	2	True
