subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.40625	1	1	True
13	0.6458333333333334	1	1	True
16	0.7446808510638298	1	1	True
18	0.4222222222222222	1	1	True
20	0.5454545454545454	1	1	True
24	0.7777777777777778	1	1	True
25	0.21875	1	0	False
44	0.9375	0	0	True
47	0.6	0	0	True
48	0.5333333333333333	0	0	True
51	0.5102040816326531	0	0	True
56	0.6857142857142857	0	0	True
65	0.34375	0	2	False
68	0.38181818181818183	2	1	False
71	0.3793103448275862	2	1	False
79	0.14473684210526316	2	1	False
80	0.012345679012345678	2	0	False
87	0.47368421052631576	2	2	True
