subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.46875	1	1	True
13	0.6041666666666666	1	1	True
16	0.723404255319149	1	1	True
18	0.2	1	2	False
20	0.5636363636363636	1	1	True
24	0.6388888888888888	1	1	True
25	0.3125	1	0	False
44	0.859375	0	0	True
47	0.509090909090909	0	0	True
48	0.35	0	1	False
51	0.4489795918367347	0	0	True
56	0.6571428571428571	0	0	True
65	0.375	0	0	True
68	0.3090909090909091	2	1	False
71	0.29310344827586204	2	1	False
79	0.14473684210526316	2	1	False
80	0.0	2	0	False
87	0.5263157894736842	2	2	True
