subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.515625	1	1	True
13	0.6041666666666666	1	1	True
16	0.5957446808510638	1	1	True
18	0.2	1	2	False
20	0.5272727272727272	1	1	True
24	0.7777777777777778	1	1	True
25	0.5625	1	1	True
44	0.890625	0	0	True
47	0.4727272727272727	0	0	True
48	0.5333333333333333	0	0	True
51	0.40816326530612246	0	0	True
56	0.6857142857142857	0	0	True
65	0.328125	0	1	False
68	0.23636363636363636	2	1	False
71	0.3448275862068966	2	1	False
79	0.21052631578947367	2	1	False
80	0.0	2	0	False
87	0.5614035087719298	2	2	True
