subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.4375	1	1	True
13	0.6875	1	1	True
16	0.7021276595744681	1	1	True
18	0.28888888888888886	1	2	False
20	0.5636363636363636	1	1	True
24	0.8055555555555556	1	1	True
25	0.21875	1	0	False
44	0.953125	0	0	True
47	0.6181818181818182	0	0	True
48	0.5	0	0	True
51	0.5714285714285714	0	0	True
56	0.6857142857142857	0	0	True
65	0.328125	0	2	False
68	0.36363636363636365	2	1	False
71	0.3793103448275862	2	1	False
79	0.18421052631578946	2	1	False
80	0.012345679012345678	2	0	False
87	0.5263157894736842	2	2	True
