subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.453125	1	1	True
13	0.625	1	1	True
16	0.723404255319149	1	1	True
18	0.3333333333333333	1	2	False
20	0.5636363636363636	1	1	True
24	0.6111111111111112	1	1	True
25	0.3125	1	0	False
44	0.9375	0	0	True
47	0.6545454545454545	0	0	True
48	0.55	0	0	True
51	0.6122448979591837	0	0	True
56	0.5714285714285714	0	0	True
65	0.28125	0	2	False
68	0.36363636363636365	2	1	False
71	0.46551724137931033	2	2	True
79	0.07894736842105263	2	1	False
80	0.012345679012345678	2	0	False
87	0.631578947368421	2	2	True
