subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.40625	1	1	True
13	0.5	1	1	True
16	0.5531914893617021	1	1	True
18	0.26666666666666666	1	2	False
20	0.6181818181818182	1	1	True
24	0.6944444444444444	1	1	True
25	0.5	1	1	True
44	0.890625	0	0	True
47	0.5272727272727272	0	0	True
48	0.48333333333333334	0	0	True
51	0.4897959183673469	0	0	True
56	0.5714285714285714	0	0	True
65	0.265625	0	1	False
68	0.32727272727272727	2	1	False
71	0.27586206896551724	2	1	False
79	0.15789473684210525	2	1	False
80	0.012345679012345678	2	0	False
87	0.49122807017543857	2	2	True
