subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.484375	1	1	True
13	0.5625	1	1	True
16	0.7446808510638298	1	1	True
18	0.24444444444444444	1	2	False
20	0.6363636363636364	1	1	True
24	0.5555555555555556	1	1	True
25	0.28125	1	0	False
44	0.890625	0	0	True
47	0.509090909090909	0	0	True
48	0.3333333333333333	0	1	False
51	0.42857142857142855	0	0	True
56	0.6857142857142857	0	0	True
65	0.328125	0	1	False
68	0.3090909090909091	2	1	False
71	0.29310344827586204	2	1	False
79	0.15789473684210525	2	1	False
80	0.0	2	0	False
87	0.5263157894736842	2	2	True
