subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.453125	1	1	True
13	0.6041666666666666	1	1	True
16	0.7659574468085106	1	1	True
18	0.26666666666666666	1	2	False
20	0.6	1	1	True
24	0.6666666666666666	1	1	True
25	0.3125	1	0	False
44	0.921875	0	0	True
47	0.5272727272727272	0	0	True
48	0.38333333333333336	0	1	False
51	0.42857142857142855	0	0	True
56	0.5714285714285714	0	0	True
65	0.25	0	1	False
68	0.18181818181818182	2	1	False
71	0.25862068965517243	2	1	False
79	0.11842105263157894	2	1	False
80	0.0	2	0	False
87	0.5087719298245614	2	2	True
