subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.40625	1	1	True
13	0.7083333333333334	1	1	True
16	0.723404255319149	1	1	True
18	0.4222222222222222	1	1	True
20	0.5272727272727272	1	1	True
24	0.75	1	1	True
25	0.15625	1	0	False
44	0.953125	0	0	True
47	0.6	0	0	True
48	0.5333333333333333	0	0	True
51	0.5510204081632653	0	0	True
56	0.7142857142857143	0	0	True
65	0.3125	0	2	False
68	0.36363636363636365	2	1	False
71	0.39655172413793105	2	1	False
79	0.17105263157894737	2	1	False
80	0.012345679012345678	2	0	False
87	0.49122807017543857	2	2	True
