subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.484375	1	1	True
13	0.6041666666666666	1	1	True
16	0.7659574468085106	1	1	True
18	0.13333333333333333	1	2	False
20	0.6363636363636364	1	1	True
24	0.75	1	1	True
25	0.25	1	0	False
44	0.875	0	0	True
47	0.4727272727272727	0	0	True
48	0.4166666666666667	0	0	True
51	0.3877551020408163	0	1	False
56	0.6285714285714286	0	0	True
65	0.40625	0	0	True
68	0.3090909090909091	2	1	False
71	0.2413793103448276	2	1	False
79	0.15789473684210525	2	1	False
80	0.012345679012345678	2	0	False
87	0.5614035087719298	2	2	True
