subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.5	1	1	True
13	0.5208333333333334	1	1	True
16	0.6382978723404256	1	1	True
18	0.2	1	2	False
20	0.6363636363636364	1	1	True
24	0.75	1	1	True
25	0.5	1	1	True
44	0.90625	0	0	True
47	0.4909090909090909	0	0	True
48	0.4	0	1	False
51	0.42857142857142855	0	0	True
56	0.5428571428571428	0	0	True
65	0.265625	0	1	False
68	0.2727272727272727	2	1	False
71	0.29310344827586204	2	1	False
79	0.17105263157894737	2	1	False
80	0.012345679012345678	2	0	False
87	0.45614035087719296	2	2	True
