subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.5	1	1	True
13	0.5208333333333334	1	1	True
16	0.723404255319149	1	1	True
18	0.24444444444444444	1	2	False
20	0.6363636363636364	1	1	True
24	0.75	1	1	True
25	0.34375	1	0	False
44	0.90625	0	0	True
47	0.41818181818181815	0	0	True
48	0.45	0	0	True
51	0.40816326530612246	0	1	False
56	0.6	0	0	True
65	0.328125	0	1	False
68	0.23636363636363636	2	1	False
71	0.2413793103448276	2	1	False
79	0.14473684210526316	2	1	False
80	0.0	2	0	False
87	0.5087719298245614	2	2	True
