subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.46875	1	1	True
13	0.5625	1	1	True
16	0.6382978723404256	1	1	True
18	0.26666666666666666	1	2	False
20	0.6727272727272727	1	1	True
24	0.6666666666666666	1	1	True
25	0.3125	1	0	False
44	0.875	0	0	True
47	0.5636363636363636	0	0	True
48	0.4	0	0	True
51	0.40816326530612246	0	1	False
56	0.5428571428571428	0	0	True
65	0.296875	0	1	False
68	0.3090909090909091	2	1	False
71	0.27586206896551724	2	1	False
79	0.18421052631578946	2	1	False
80	0.0	2	0	False
87	0.543859649122807	2	2	True
