subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.4375	1	1	True
13	0.7291666666666666	1	1	True
16	0.7021276595744681	1	1	True
18	0.35555555555555557	1	2	False
20	0.5818181818181818	1	1	True
24	0.7777777777777778	1	1	True
25	0.25	1	0	False
44	0.953125	0	0	True
47	0.6	0	0	True
48	0.5166666666666667	0	0	True
51	0.6122448979591837	0	0	True
56	0.6857142857142857	0	0	True
65	0.34375	0	0	True
68	0.36363636363636365	2	1	False
71	0.3275862068965517	2	1	False
79	0.15789473684210525	2	1	False
80	0.012345679012345678	2	0	False
87	0.5087719298245614	2	2	True
