subject_id	vote_percentage	true_label	vote_label	correct_vote
10	0.515625	1	1	True
13	0.625	1	1	True
16	0.7446808510638298	1	1	True
18	0.2222222222222222	1	2	False
20	0.6181818181818182	1	1	True
24	0.6388888888888888	1	1	True
25	0.4375	1	0	False
44	0.921875	0	0	True
47	0.4727272727272727	0	0	True
48	0.45	0	0	True
51	0.40816326530612246	0	0	True
56	0.5428571428571428	0	0	True
65	0.28125	0	1	False
68	0.21818181818181817	2	1	False
71	0.3103448275862069	2	1	False
79	0.13157894736842105	2	0	False
80	0.0	2	0	False
87	0.5614035087719298	2	2	True
